"Probability","TestValue",
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0.68607822879,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
0.0120300823387,0,
0,0,
0,0,
0.00462593644206,0,
0.0188641107175,0,
0.806555282696,0,
0.0392814772915,0,
0,0,
0.0166627772617,0,
1,0,
0.00184264338378,0,
0,0,
0.0357464896379,0,
0.0172747851133,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0.0815726685034,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0.414200641278,0,
1,0,
1,0,
0,0,
0,0,
0.476902180249,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
0,0,
1,0,
1,0,
1,1,
0,0,
0.21638327241,0,
1,0,
0,0,
1,0,
0,0,
0.211598306343,0,
0,0,
0.415618998826,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0.851536175133,0,
1,0,
1,0,
0,0,
0.437320616144,0,
1,0,
0.0596179597997,0,
0.150594111082,0,
1,0,
0.689402620136,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.841677173652,0,
1,0,
1,0,
0.890543471637,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0.238305476346,0,
1,0,
0.463922907082,0,
0.0693627082562,0,
0,0,
0.397908718336,0,
0.00382702441701,0,
0,0,
1,0,
1,1,
1,1,
1,1,
1,0,
0,0,
1,1,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
0,0,
1,0,
0.122670406511,0,
1,0,
0.0328250959876,0,
0,0,
0,0,
0.4520796239,0,
0.00345911129548,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0.547630990052,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0.193762325284,0,
0,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,1,
0,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0.250291870357,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.000140554639414,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0.0189175655154,0,
0.0395540926483,0,
0.00100813342051,0,
1,0,
0.0202432702199,0,
1,1,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0.114251640468,0,
1,1,
0,0,
0,0,
1,0,
1,0,
0.0318347431683,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,1,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0.841769220858,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.0072858795926,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.220846411025,0,
1,0,
1,0,
1,0,
0.619533107139,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,1,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,1,
0.0510016096818,1,
1,0,
0,0,
1,0,
1,0,
0.0236983280693,0,
0.864167766984,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,1,
1,1,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,1,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0.356671647531,0,
0,0,
0.0201751465736,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0.341945148864,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
1,0,
1,0,
0.270293207243,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0.000696318498423,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,1,
0,0,
1,0,
0.0268900145657,0,
0,0,
1,0,
0.00831599109799,0,
0,0,
1,0,
0,0,
1,0,
0.646303238972,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,1,
0,1,
0,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.356420545066,0,
0.173386357018,1,
0.278284735101,0,
1,0,
0.274523286338,0,
1,0,
0.036626609105,0,
0.000666494373921,0,
0.302152693811,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0.377372393151,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,1,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,1,
1,0,
0.735826803383,0,
0,0,
1,0,
1,0,
1,0,
0.285239435647,0,
1,0,
0,0,
1,0,
1,0,
0.141121192066,0,
1,0,
1,0,
0.704406755981,0,
0.875803345937,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0.335157913192,0,
0,0,
0,1,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0.470316275438,1,
1,0,
0,1,
0,0,
0,0,
0,0,
0.316482890452,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0.832708239749,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0.264066875998,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0.866441118023,0,
0,0,
0,0,
1,0,
1,0,
1,1,
1,0,
0,0,
0.525805523324,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.00548156659607,0,
0.173988692067,0,
0.00107242966423,0,
0.000341926964346,0,
0.352139695421,0,
0,1,
0.282424203233,0,
0,0,
0.227166241923,0,
0.699555660562,0,
0.411379627654,0,
0.282398019432,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.819921964297,0,
1,0,
1,0,
1,0,
1,0,
0.632093018561,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,1,
1,0,
1,1,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,1,
1,0,
0,0,
0,0,
0,1,
0,0,
0,1,
0,0,
0,0,
0,1,
0,0,
0,0,
1,0,
0.0878898452262,0,
0,0,
0.69285476859,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,1,
1,1,
0.336245092486,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0.622486977084,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.214330542722,0,
0,0,
0.388229292883,0,
1,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.777755186808,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,1,
1,0,
1,1,
1,0,
0,1,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.100535220869,0,
1,0,
1,0,
1,0,
0.0903638267046,0,
0.0524978130714,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,1,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0.833563751361,0,
1,0,
0.112920298254,0,
0,0,
0,0,
1,0,
1,0,
1,1,
0.0795413827796,0,
0,1,
0.227750660513,0,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
0.589142950106,0,
0.00167242067985,0,
1,0,
0,0,
0,0,
0.0221170670604,0,
1,0,
0,0,
1,0,
0.0001070788117,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0.42827919688,0,
0.0509262833288,0,
0.521369489031,0,
0.481259397462,0,
0.0598693066077,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0.0382243683219,0,
0.002518608806,0,
0.257928054053,0,
0.00473724050885,0,
0.262681381796,0,
0,0,
0.437167031786,0,
0.00553387895149,0,
0.725863218093,0,
0.337692488997,0,
0.0150160996258,0,
1,0,
0.368175859307,0,
0.00613677604572,0,
0.0173393703984,0,
0.310895537913,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0.170473614767,0,
1,0,
1,0,
0,0,
0,0,
0.0228264121676,0,
0,0,
1,0,
0.0229220880257,0,
0,0,
0.28469429778,0,
0.00672123800803,0,
0.000347605192044,0,
0.025165997735,0,
0,0,
1,0,
1,0,
1,1,
1,1,
0,0,
0.0022823368829,0,
0,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0.0180244843176,0,
0,0,
0.0739176692075,0,
0,0,
0.151139703437,0,
0,0,
0,0,
0.00290826764779,0,
0,0,
0.015489079915,0,
0.871980940582,0,
0.000677686807435,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
0,0,
1,1,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.615923084462,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0.505011542273,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0.142591441299,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,1,
1,0,
0,0,
0.00128324134966,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.571302164326,0,
0.565794097657,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.472491112098,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0.0735321482904,0,
1,0,
0.69068764894,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0.606126694339,0,
0,0,
0.0532097533341,0,
0,0,
0.0618952561743,0,
0.0252428766538,0,
0.717579524484,0,
1,0,
0.00386270100758,0,
1,0,
0,0,
1,0,
0.134713821403,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,1,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0.812555786782,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,1,
0,0,
1,1,
0,1,
1,0,
1,0,
0,1,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,1,
0,0,
0,0,
1,1,
0,1,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0.176225713216,0,
0.678726108726,0,
0,0,
0.0888123165935,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,1,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,1,
0,1,
0,0,
0,0,
0.326039783671,0,
0.389186514807,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.0383294489085,0,
1,0,
0,1,
0,0,
1,0,
0,0,
1,0,
0,1,
0.0930017925578,1,
1,0,
1,0,
1,0,
0,1,
0,1,
0,0,
0.325171350997,1,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.503597034159,0,
1,0,
1,0,
0,0,
0.0946784737046,0,
0,0,
1,0,
0.976387916201,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0.17362850308,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0.947595213469,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.281552237585,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,0,
0,0,
1,0,
0,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,1,
1,0,
0.0466639956543,0,
1,0,
0,0,
0,0,
1,1,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
0,0,
0.461713268979,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
0,0,
0,0,
1,0,
1,0,
1,1,
0,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
0,0,
0,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,1,
0,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
0,1,
0,0,
0,0,
0,1,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
1,0,
1,0,
0,0,
0,0,
1,0,
0,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
0,1,
1,1,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
0,0,
1,1,
1,1,
1,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
0.00280326326269,0,
1,0,
0.0488019455598,0,
0.00650775444461,0,
1,0,
0.0322707794516,0,
1.0730135465e-07,0,
0.00112810133062,0,
0.00329423141898,0,
0,0,
0.0246927049429,0,
0.499201673849,0,
0.0162425305724,0,
0.0112000367198,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
0.461696695814,0,
1,0,
1,0,
0.052109405839,0,
1,0,
0,0,
0.0016036531874,0,
1,0,
0,0,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
0,0,
1,1,
1,0,
0.596189590527,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0.662297385792,0,
1,0,
1,0,
1,0,
1,0,
0,0,
0,0,
0,0,
0.924405411104,0,
1,0,
0,0,
0,0,
0.114895937603,0,
0,0,
1,0,
1,1,
0,0,
1,0,
1,0,
1,0,
1,0,
1,1,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,0,
1,0,
1,0,
1,0,
1,0,
1,0,
0.536419255938,0,
0,0,
0,0,
1,0,
0,0,
1,0,
1,0,
0,0,
1,0,
0,0,
1,1,
1,0,
